Age,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,Gender_female,Gender_male,Gender_other,no_employees_mid
28,United States,UT,no,No,No,Sometimes,6-25,Yes,Yes,No,Yes,No,No,Unknown,Easy,Yes,Maybe,Maybe,No,No,No,Maybe,No,False,False,True,15
26,United States,CA,no,Yes,No,Never,26-100,No,Yes,Unknown,Unknown,No,No,Unknown,Difficult,Maybe,Maybe,Maybe,No,No,Maybe,No,No,True,False,False,63
27,United States,TX,no,Yes,Yes,Sometimes,6-25,Yes,Yes,Unknown,No,Yes,Unknown,Unknown,Easy,Yes,No,Maybe,Yes,No,Maybe,Yes,No,False,True,False,15
38,United Kingdom,Unknown,yes,No,Yes,Sometimes,26-100,Yes,Yes,No,No,No,No,Yes,Easy,Maybe,Maybe,Maybe,Yes,No,Maybe,Yes,No,False,True,False,63
57,United States,CA,no,Yes,Yes,Rarely,more than 1000,No,Yes,Yes,Yes,No,No,Unknown,Easy,Maybe,No,Maybe,Yes,No,Maybe,No,No,False,True,False,1500
28,United Kingdom,Unknown,no,No,Yes,Sometimes,more than 1000,No,Yes,No,No,No,No,No,Difficult,Yes,Maybe,No,Maybe,No,Maybe,No,No,False,True,False,1500
26,France,Unknown,no,No,No,Never,6-25,No,Yes,No,Yes,No,No,Unknown,Easy,Maybe,No,Yes,Yes,Maybe,Maybe,No,No,False,True,False,15
42,Netherlands,Unknown,no,No,Yes,Rarely,100-500,Yes,Yes,Yes,Yes,No,No,Yes,Easy,Yes,No,Maybe,No,No,Maybe,Maybe,No,True,False,False,300
31,United States,OR,no,No,Yes,Sometimes,100-500,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Easy,No,No,Maybe,Yes,No,No,Yes,No,False,True,False,300
58,United States,CA,no,No,Yes,Rarely,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Easy,Maybe,No,Maybe,Yes,No,Yes,Yes,No,False,True,False,1500
29,United States,OH,no,No,No,Sometimes,6-25,No,Yes,Unknown,No,No,No,Unknown,Difficult,Yes,No,No,No,No,Maybe,No,No,False,True,False,15
39,United Kingdom,Unknown,no,No,Yes,Sometimes,more than 1000,No,Yes,Yes,Yes,No,Yes,Unknown,Easy,Yes,No,Maybe,Maybe,No,Maybe,No,Yes,True,False,False,1500
34,United States,OH,no,No,No,Sometimes,6-25,Yes,Yes,Unknown,No,No,No,Unknown,Difficult,Maybe,No,Maybe,Yes,No,Maybe,Maybe,No,False,True,False,15
57,United States,CA,no,No,Yes,Sometimes,more than 1000,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Easy,Maybe,Maybe,No,No,No,Maybe,Maybe,No,False,True,False,1500
27,Germany,Unknown,no,Yes,Yes,Sometimes,6-25,No,Yes,No,Unknown,No,No,Unknown,Difficult,Yes,Maybe,Maybe,No,No,No,No,Yes,False,True,False,15
23,Germany,Unknown,yes,Yes,Yes,Often,26-100,Yes,Yes,Unknown,No,Unknown,Unknown,Unknown,Easy,No,Maybe,Yes,Yes,Maybe,Yes,Maybe,No,False,True,False,63
18,Finland,Unknown,no,No,No,Sometimes,500-1000,Yes,No,Unknown,No,No,Unknown,Unknown,Easy,Yes,No,No,No,No,Maybe,Maybe,No,False,True,False,750
30,United States,NY,no,No,No,Sometimes,100-500,No,Yes,Unknown,Unknown,No,No,Unknown,Easy,Maybe,No,Maybe,Yes,No,Maybe,Maybe,No,True,False,False,300
23,United States,VA,no,No,No,Never,26-100,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,No,No,Yes,Yes,Maybe,Yes,Yes,No,False,True,False,63
43,United States,CA,no,No,Yes,Sometimes,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Easy,Yes,Maybe,No,No,No,Yes,Maybe,No,False,True,False,1500
18,United Kingdom,Unknown,no,Yes,Yes,Sometimes,1-5,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,True,False,False,3
29,United States,IL,no,No,Yes,Rarely,6-25,No,Yes,Yes,Yes,No,No,Unknown,Easy,Maybe,No,Maybe,No,No,Maybe,Maybe,No,False,True,False,15
48,United States,TX,no,No,No,Never,6-25,No,Yes,Unknown,No,No,Unknown,Unknown,Easy,Maybe,No,No,No,No,Maybe,Maybe,No,False,True,False,15
43,Germany,Unknown,no,No,Yes,Sometimes,26-100,No,No,No,Yes,Unknown,No,Unknown,Easy,Maybe,No,Maybe,Maybe,No,Yes,No,Yes,False,True,False,63
28,United States,NY,no,Yes,Yes,Sometimes,26-100,No,Yes,Unknown,Unknown,No,No,Unknown,Easy,Yes,Maybe,Maybe,No,No,Maybe,Maybe,No,True,False,False,63
30,United States,CA,yes,Yes,Yes,Often,1-5,Yes,Yes,No,Yes,No,No,Yes,Easy,No,No,Yes,Yes,No,No,Yes,No,False,True,False,3
26,Israel,MD,no,No,No,Sometimes,6-25,No,Yes,No,No,No,No,Yes,Easy,Maybe,No,Maybe,Yes,No,Maybe,Yes,No,False,True,False,15
33,Italy,Unknown,no,No,No,Never,6-25,No,No,No,No,No,No,Unknown,Easy,Maybe,Maybe,Maybe,Maybe,No,No,No,No,False,True,False,15
31,United States,CA,no,No,No,Sometimes,more than 1000,No,Yes,Yes,Unknown,Unknown,Unknown,Yes,Easy,No,No,No,Maybe,No,No,Yes,No,False,True,False,1500
30,United States,PA,no,No,No,Rarely,100-500,No,No,Unknown,Unknown,No,No,Unknown,Easy,No,No,Maybe,Maybe,No,No,Maybe,No,False,True,False,300
27,Israel,Unknown,no,No,No,Sometimes,26-100,No,Yes,No,No,No,No,Unknown,Difficult,Yes,No,Maybe,No,No,Maybe,No,Yes,False,True,False,63
24,United States,CA,yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,No,Unknown,Unknown,Unknown,Easy,No,No,Maybe,Maybe,No,No,Maybe,Yes,True,False,False,3
25,United States,WA,no,No,No,Sometimes,26-100,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,Maybe,No,Maybe,No,No,No,Maybe,No,False,True,False,63
23,United States,NY,no,Yes,Yes,Often,more than 1000,No,Yes,Yes,Unknown,Unknown,No,Unknown,Easy,Maybe,No,Maybe,Maybe,No,No,Yes,Yes,True,False,False,1500
36,United States,TX,no,No,Yes,Sometimes,more than 1000,No,No,Yes,Unknown,No,No,Unknown,Difficult,Yes,Maybe,Maybe,No,No,No,No,Yes,False,True,False,1500
25,United States,CA,yes,Yes,Yes,Often,1-5,Yes,Yes,Unknown,Unknown,No,No,Yes,Difficult,Yes,No,Maybe,No,No,Maybe,No,Yes,True,False,False,3
54,United Kingdom,Unknown,no,No,Yes,Sometimes,more than 1000,Yes,No,No,Yes,Yes,Yes,Yes,Easy,No,No,Yes,Yes,Maybe,Maybe,No,No,False,True,False,1500
34,Netherlands,Unknown,no,No,No,Rarely,6-25,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,No,No,Maybe,Maybe,No,Maybe,Yes,No,False,True,False,15
38,United States,AZ,no,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Yes,Easy,Maybe,Maybe,No,No,No,No,No,No,True,False,False,63
40,Ireland,Unknown,yes,Yes,No,Sometimes,more than 1000,No,Yes,No,No,No,No,No,Easy,Yes,Maybe,Maybe,No,No,Maybe,No,Yes,False,True,False,1500
32,United Kingdom,Unknown,no,No,No,Sometimes,26-100,No,Yes,No,Unknown,No,Unknown,Unknown,Easy,No,No,No,Maybe,No,Maybe,Maybe,No,False,True,False,63
25,Germany,Unknown,no,No,No,Never,more than 1000,No,No,Unknown,Unknown,Unknown,Yes,Unknown,Easy,No,No,Yes,Yes,No,Yes,Maybe,No,False,True,False,1500
35,United States,OH,no,No,Yes,Sometimes,100-500,No,Yes,No,Yes,No,No,Unknown,Easy,Yes,Maybe,No,No,No,Maybe,No,No,True,False,False,300
46,United States,CA,no,No,Yes,Sometimes,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Unknown,Easy,Maybe,No,Maybe,No,No,No,Yes,No,False,True,False,1500
42,United States,KS,no,No,No,Never,100-500,No,No,Yes,No,Yes,No,Unknown,Difficult,Maybe,No,Yes,Yes,Maybe,Yes,No,No,False,True,False,300
32,United Kingdom,Unknown,no,Yes,Yes,Sometimes,6-25,Yes,Yes,Yes,No,No,No,Unknown,Easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,False,True,False,15
47,United States,CA,no,Yes,Yes,Sometimes,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Unknown,Easy,No,No,Maybe,Yes,No,Yes,Yes,No,False,True,False,1500
22,United States,CA,no,No,No,Sometimes,more than 1000,No,Yes,Yes,Unknown,Yes,Unknown,Yes,Easy,No,No,Maybe,Yes,No,Maybe,Yes,No,False,True,False,1500
33,United States,NY,no,No,Yes,Sometimes,500-1000,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Easy,No,No,Maybe,Maybe,No,No,Maybe,No,True,False,False,750
25,United States,WA,no,No,No,Sometimes,6-25,No,Yes,No,No,No,No,No,Easy,Maybe,No,Maybe,No,No,No,Yes,No,True,False,False,15
29,United States,CA,no,No,No,Sometimes,more than 1000,No,Yes,Unknown,Unknown,No,Unknown,Unknown,Easy,Maybe,No,No,No,No,Maybe,Maybe,No,False,True,False,1500
39,United States,WA,no,No,No,Never,26-100,No,Yes,Yes,Yes,Yes,Yes,Yes,Easy,No,No,Yes,Yes,No,No,Yes,No,False,True,False,63
38,United States,VA,no,Yes,Yes,Sometimes,more than 1000,No,Yes,Yes,Unknown,Yes,Yes,Yes,Easy,Yes,No,No,No,No,No,No,No,False,True,False,1500
43,United States,NC,no,No,No,Sometimes,6-25,Yes,Yes,Unknown,No,No,Unknown,Unknown,Easy,Maybe,No,Maybe,No,No,No,Maybe,No,False,True,False,15
46,United States,OH,no,No,Yes,Rarely,500-1000,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Easy,No,No,Maybe,Yes,No,Maybe,Yes,No,False,True,False,750
38,United States,PA,no,Yes,Yes,Sometimes,more than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Easy,Maybe,No,Yes,Yes,No,No,No,Yes,True,False,False,1500
33,Germany,Unknown,no,No,Yes,Sometimes,6-25,No,Yes,Yes,Yes,No,No,Yes,Easy,Yes,Yes,Maybe,Maybe,No,Maybe,No,No,False,True,False,15
34,United Kingdom,Unknown,no,Yes,Yes,Often,26-100,No,Yes,No,Yes,No,No,Yes,Easy,Maybe,Maybe,Yes,Yes,No,No,No,No,False,True,False,63
62,United States,CA,no,No,No,Never,more than 1000,No,Yes,Yes,Yes,Unknown,Yes,Unknown,Easy,Maybe,No,Maybe,Yes,Maybe,Maybe,Yes,No,False,True,False,1500
23,United States,TX,no,No,No,Sometimes,more than 1000,No,No,Unknown,Unknown,Unknown,Unknown,Yes,Easy,Maybe,Maybe,Maybe,Maybe,No,No,Maybe,No,True,False,False,1500
35,United States,AZ,no,No,No,Sometimes,more than 1000,No,No,No,No,No,No,Unknown,Easy,Maybe,Maybe,No,No,No,No,No,No,False,True,False,1500
25,Bosnia and Herzegovina,Unknown,no,Yes,No,Rarely,26-100,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,Maybe,Yes,No,No,No,No,Maybe,Yes,False,True,False,63
36,United States,IL,yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Unknown,Yes,Unknown,No,Yes,Difficult,Maybe,No,Maybe,Yes,No,Yes,Yes,No,False,True,False,3
41,United States,Unknown,no,Yes,Yes,Rarely,500-1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Easy,Maybe,Maybe,Maybe,Maybe,No,No,Yes,No,True,False,False,750
24,Austria,Unknown,yes,No,No,Sometimes,1-5,No,Yes,Yes,Yes,Unknown,Unknown,Yes,Easy,No,No,Maybe,Maybe,Maybe,Maybe,Yes,No,False,True,False,3
51,New Zealand,Unknown,no,No,Yes,Sometimes,26-100,Yes,Yes,No,Yes,Yes,No,No,Difficult,Yes,Yes,No,No,No,No,Maybe,Yes,False,True,False,63
29,United States,NC,no,No,Yes,Sometimes,6-25,No,Yes,Yes,Yes,No,Yes,Yes,Easy,No,No,No,Maybe,No,No,Yes,No,False,True,False,15
31,Canada,Unknown,yes,Yes,Yes,Sometimes,100-500,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,Maybe,Maybe,Maybe,Yes,No,No,Yes,No,True,False,False,300
27,United Kingdom,Unknown,no,No,No,Sometimes,6-25,No,Yes,No,No,No,No,Unknown,Easy,No,No,Maybe,Yes,No,Yes,Maybe,No,False,True,False,15
31,Australia,Unknown,no,No,Yes,Rarely,100-500,No,Yes,Yes,Yes,Yes,Yes,Unknown,Easy,No,No,Yes,Yes,Yes,Yes,No,No,False,True,False,300
27,Hungary,Unknown,yes,Yes,No,Sometimes,1-5,Yes,Yes,No,No,No,No,No,Difficult,Yes,Maybe,No,No,No,Maybe,No,No,True,False,False,3
23,Sweden,Unknown,no,No,No,Rarely,6-25,No,Yes,Unknown,No,No,Unknown,Unknown,Easy,No,No,Maybe,Yes,Maybe,Maybe,Yes,No,False,True,False,15
21,Canada,Unknown,no,No,No,Never,26-100,No,Yes,Unknown,Unknown,Unknown,No,Unknown,Easy,Yes,Maybe,No,No,No,Maybe,Maybe,No,False,True,False,63
27,Australia,Unknown,no,Yes,Yes,Sometimes,6-25,No,Yes,No,Yes,No,No,No,Difficult,Yes,No,Maybe,Maybe,No,No,No,No,True,False,False,15
39,United States,WI,no,Yes,Yes,Often,26-100,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Easy,Yes,No,Maybe,Yes,No,No,No,No,False,True,False,63
26,United States,CA,no,Yes,Yes,Never,more than 1000,No,Yes,Unknown,No,No,Unknown,Unknown,Easy,Maybe,No,No,No,No,No,No,No,False,True,False,1500
27,United Kingdom,Unknown,no,No,No,Never,6-25,No,Yes,Unknown,No,No,No,Unknown,Easy,Maybe,Maybe,Maybe,Maybe,No,No,Maybe,No,False,True,False,15
22,United States,CA,no,Yes,Yes,Sometimes,500-1000,No,Yes,Yes,Yes,No,Unknown,Unknown,Easy,No,No,Maybe,Maybe,No,No,No,Yes,True,False,False,750
26,United States,MN,no,Yes,Yes,Often,100-500,No,No,Unknown,No,No,No,Unknown,Difficult,Maybe,No,No,No,No,Maybe,No,No,True,False,False,300
31,United States,PA,no,Yes,Yes,Rarely,100-500,No,Yes,Yes,Yes,No,No,Yes,Easy,No,No,Yes,Yes,No,No,Yes,No,True,False,False,300
32,United Kingdom,Unknown,no,No,No,Never,6-25,No,Yes,Unknown,No,No,No,Unknown,Easy,No,No,Yes,Yes,Yes,Yes,Yes,No,False,True,False,15
28,United States,CA,no,Yes,Yes,Often,100-500,Yes,Yes,Yes,No,No,Unknown,Unknown,Easy,Yes,Yes,Maybe,Maybe,No,No,No,Yes,True,False,False,300
28,United Kingdom,Unknown,no,Yes,Yes,Rarely,100-500,No,Yes,No,Unknown,No,No,Yes,Difficult,Yes,Yes,Maybe,Maybe,Yes,No,No,Yes,False,False,True,300
23,United Kingdom,Unknown,no,No,No,Sometimes,6-25,No,Yes,Unknown,Unknown,No,No,Unknown,Easy,Maybe,No,No,Maybe,No,Yes,Yes,No,True,False,False,15
30,United Kingdom,Unknown,no,No,No,Never,26-100,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,False,True,False,63
36,United States,CA,no,Yes,Yes,Sometimes,more than 1000,No,Yes,Yes,No,No,Yes,Unknown,Difficult,Yes,No,Maybe,Yes,No,Yes,No,No,False,True,False,1500
21,United States,CA,no,Yes,No,Sometimes,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Easy,No,No,Maybe,Yes,No,Maybe,Yes,No,False,True,False,1500
30,Germany,Unknown,no,No,No,Often,26-100,No,Yes,No,No,Unknown,No,Unknown,Easy,Maybe,No,Maybe,Maybe,Maybe,Yes,Maybe,No,False,True,False,63
25,United States,CA,no,Yes,No,Sometimes,500-1000,No,No,Unknown,Unknown,No,No,Unknown,Easy,Maybe,No,Maybe,Maybe,No,Maybe,Maybe,No,False,False,True,750
32,New Zealand,Unknown,no,No,Yes,Sometimes,6-25,No,Yes,No,No,No,No,Unknown,Easy,No,No,Maybe,Yes,Maybe,Yes,Maybe,No,False,True,False,15
29,Canada,Unknown,no,No,Yes,Sometimes,1-5,No,Yes,No,No,No,No,Unknown,Easy,Maybe,No,Maybe,Maybe,No,No,Yes,No,True,False,False,3
21,United Kingdom,Unknown,no,No,Yes,Sometimes,26-100,No,Yes,No,Yes,Yes,No,Yes,Easy,Maybe,No,Maybe,Maybe,No,No,Yes,No,False,False,True,63
27,New Zealand,Unknown,no,Yes,Yes,Rarely,100-500,Yes,Yes,No,No,No,No,Unknown,Easy,Maybe,Maybe,Maybe,Maybe,No,Yes,Maybe,No,True,False,False,300
32,Canada,Unknown,no,No,Yes,Often,more than 1000,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,Maybe,No,Maybe,Maybe,No,No,Maybe,No,True,False,False,1500
34,Australia,Unknown,no,No,No,Sometimes,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Easy,No,No,Maybe,Yes,No,Maybe,Yes,No,False,True,False,1500
33,United States,NY,no,No,No,Sometimes,26-100,No,Yes,Unknown,No,Unknown,Unknown,Unknown,Easy,Yes,No,Maybe,No,No,Maybe,Maybe,No,False,True,False,63
22,Netherlands,Unknown,no,Yes,Yes,Sometimes,6-25,Yes,Yes,No,Unknown,No,Unknown,Unknown,Easy,No,No,Maybe,Yes,Maybe,Yes,Yes,No,False,True,False,15
24,United States,CA,no,No,No,Sometimes,more than 1000,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,Maybe,Maybe,Maybe,Maybe,No,No,Yes,No,False,True,False,1500
65,United States,FL,yes,No,No,Sometimes,6-25,Yes,No,No,No,No,No,Unknown,Easy,Maybe,No,Maybe,No,No,No,Yes,No,False,True,False,15
27,United States,OR,no,Yes,Yes,Sometimes,100-500,Yes,Yes,Unknown,No,No,Unknown,Unknown,Easy,No,No,Maybe,No,No,No,Yes,No,False,True,False,300
33,Australia,Unknown,no,No,No,Never,more than 1000,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Easy,No,No,Maybe,Yes,Maybe,Yes,Yes,No,False,True,False,1500
36,United States,CO,no,No,Yes,Rarely,26-100,No,Yes,Unknown,Unknown,No,Unknown,Unknown,Easy,No,No,Maybe,Maybe,No,No,Maybe,No,False,True,False,63
40,Canada,Unknown,no,No,No,Never,26-100,No,Yes,No,No,No,No,Unknown,Difficult,No,No,Maybe,Maybe,No,No,No,No,False,True,False,63
28,United States,GA,no,No,Yes,Sometimes,more than 1000,No,Yes,Yes,Yes,No,No,Yes,Difficult,Maybe,No,Maybe,No,No,Maybe,No,No,False,True,False,1500
39,United States,OR,no,No,Yes,Sometimes,500-1000,No,Yes,Yes,Unknown,Yes,Unknown,Yes,Easy,Yes,Maybe,Yes,Yes,No,Maybe,Maybe,No,False,True,False,750
32,United States,CA,no,No,Yes,Sometimes,more than 1000,No,Yes,Yes,No,No,Yes,Unknown,Easy,No,No,Yes,Maybe,Maybe,Yes,Maybe,No,False,True,False,1500
31,United States,CA,no,Yes,No,Sometimes,more than 1000,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Easy,Maybe,No,No,Maybe,No,Yes,No,No,False,True,False,1500
38,United States,PA,no,Yes,Yes,Sometimes,100-500,No,Yes,Unknown,No,No,No,Unknown,Easy,Maybe,Maybe,Maybe,No,No,No,Maybe,No,False,False,True,300
23,United States,CA,no,Yes,Yes,Rarely,1-5,No,Yes,No,Yes,No,No,Unknown,Easy,Maybe,No,Maybe,Yes,No,No,Yes,No,False,True,False,3
42,United States,CA,no,No,Yes,Often,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Easy,Maybe,Maybe,Yes,Yes,Maybe,Maybe,Maybe,No,False,False,True,1500
27,United States,NY,no,No,No,Sometimes,500-1000,No,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Easy,No,No,Maybe,Yes,No,No,Yes,No,True,False,False,750
26,United States,MA,no,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Yes,Difficult,No,No,Yes,Yes,No,No,No,Yes,True,False,False,63
50,United States,Unknown,no,No,No,Never,26-100,Yes,Yes,No,Yes,No,No,Unknown,Easy,No,No,No,No,No,Maybe,No,No,False,True,False,63
37,United States,PA,no,Yes,No,Never,26-100,No,Yes,Unknown,No,No,Unknown,Unknown,Easy,No,No,Yes,Yes,No,No,Yes,No,False,True,False,63
23,United States,RI,no,No,No,Sometimes,26-100,No,Yes,Unknown,No,Unknown,No,Unknown,Easy,No,No,Yes,Yes,No,Maybe,Maybe,No,False,True,False,63
33,United States,MI,no,Yes,No,Sometimes,6-25,Yes,Yes,Unknown,Unknown,No,No,Yes,Easy,No,No,Maybe,Yes,No,No,Yes,No,False,True,False,15
29,Canada,Unknown,yes,No,No,Never,26-100,Yes,Yes,Yes,Yes,No,No,Yes,Difficult,Yes,No,Maybe,No,No,Yes,No,No,False,True,False,63
34,United States,IL,no,Yes,Yes,Sometimes,26-100,Yes,No,Yes,No,No,No,Unknown,Easy,Maybe,No,Maybe,Maybe,No,Maybe,Maybe,No,False,True,False,63
41,United States,CA,no,Yes,Yes,Often,more than 1000,No,Yes,Yes,No,No,No,Unknown,Easy,Maybe,Maybe,Maybe,Maybe,No,No,Maybe,Yes,False,True,False,1500
50,United States,OR,no,Yes,No,Sometimes,100-500,Yes,Yes,Unknown,No,No,Unknown,Unknown,Easy,No,No,Maybe,Yes,Maybe,Maybe,Maybe,No,False,True,False,300
29,Canada,Unknown,no,No,Yes,Never,more than 1000,No,No,Yes,Unknown,Yes,Yes,Yes,Difficult,Maybe,No,Maybe,No,No,Maybe,Maybe,Yes,False,True,False,1500
35,United States,IN,no,No,No,Never,6-25,No,Yes,No,Yes,No,No,Yes,Easy,No,No,Maybe,Yes,Maybe,Maybe,Yes,No,False,True,False,15
27,Singapore,Unknown,no,No,No,Sometimes,1-5,Yes,Yes,No,No,No,No,Yes,Easy,Yes,No,Maybe,Yes,No,No,No,No,False,True,False,3
40,United States,MA,no,No,No,Never,26-100,No,No,Unknown,Unknown,No,No,Unknown,Easy,Maybe,Maybe,Yes,Yes,Maybe,Maybe,Maybe,No,True,False,False,63
27,Australia,Unknown,no,No,Yes,Often,100-500,Yes,Yes,No,No,No,No,Unknown,Easy,Maybe,No,Maybe,No,No,Maybe,No,Yes,False,True,False,300
29,United States,MI,no,No,No,Never,26-100,No,Yes,Yes,Yes,Yes,No,Yes,Easy,Maybe,No,Maybe,Maybe,No,Maybe,Maybe,Yes,True,False,False,63
31,United States,OH,no,Yes,Yes,Sometimes,6-25,No,Yes,No,No,No,No,Unknown,Easy,Maybe,No,Yes,Yes,No,Maybe,Maybe,No,False,True,False,15
43,United States,OH,no,No,Yes,Sometimes,6-25,No,Yes,No,Yes,No,No,Unknown,Easy,No,No,Yes,Yes,No,Maybe,Maybe,No,False,True,False,15
34,United States,NH,no,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,Yes,No,No,Unknown,Easy,Maybe,No,Maybe,Maybe,No,Yes,Maybe,Yes,False,True,False,63
29,United States,OH,no,Yes,Yes,Sometimes,26-100,No,Yes,Unknown,No,No,No,No,Difficult,Yes,No,Maybe,Maybe,No,Maybe,Maybe,No,False,True,False,63
19,Canada,Unknown,no,Yes,Yes,Sometimes,1-5,No,Yes,No,No,No,No,Unknown,Easy,Maybe,Maybe,Maybe,No,No,Maybe,Maybe,No,False,True,False,3
41,United States,TN,no,Yes,Yes,Sometimes,more than 1000,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Easy,Maybe,No,Maybe,Maybe,No,No,No,No,False,True,False,1500
29,United States,OR,no,Yes,No,Never,100-500,No,Yes,Yes,Yes,Yes,Yes,Unknown,Easy,No,No,Maybe,Yes,No,Maybe,Yes,No,False,True,False,300
23,United States,PA,no,No,No,Rarely,100-500,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Easy,No,No,Maybe,Maybe,No,No,Yes,No,False,True,False,300
24,United States,Unknown,no,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Unknown,No,No,Unknown,Difficult,Yes,Maybe,No,No,No,No,No,Yes,True,False,False,300
31,United States,NY,no,No,No,Sometimes,26-100,Yes,Yes,Unknown,No,No,Unknown,Unknown,Easy,Yes,No,No,No,No,Maybe,Maybe,No,False,True,False,63
43,United States,WA,no,No,No,Sometimes,500-1000,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,No,No,Yes,Yes,No,No,Yes,No,False,True,False,750
31,United States,NY,no,Yes,Yes,Rarely,100-500,No,Yes,No,No,No,Unknown,Unknown,Difficult,Yes,Yes,Maybe,No,No,No,No,Yes,False,True,False,300
29,United States,CA,no,Yes,No,Often,100-500,No,Yes,Yes,Yes,Yes,Yes,Unknown,Easy,No,No,Maybe,Yes,No,No,Maybe,No,False,True,False,300
35,United States,TN,yes,Yes,No,Sometimes,6-25,Yes,Yes,No,No,Yes,Yes,Unknown,Easy,No,No,Yes,Yes,No,Maybe,Yes,No,False,True,False,15
33,United States,WI,no,Yes,Yes,Sometimes,100-500,No,No,Yes,Unknown,No,No,Yes,Difficult,Yes,Yes,No,No,No,No,No,No,False,True,False,300
30,United States,WI,yes,Yes,Yes,Often,1-5,Yes,No,No,Yes,No,Yes,Yes,Difficult,No,No,Yes,Yes,No,No,Yes,No,False,False,True,3
27,United States,PA,no,No,No,Sometimes,more than 1000,No,Yes,Yes,Unknown,Unknown,Unknown,Yes,Easy,Maybe,Maybe,No,No,No,Maybe,No,No,False,True,False,1500
32,United States,MI,no,No,No,Sometimes,100-500,No,Yes,No,Yes,No,No,Unknown,Easy,Maybe,Maybe,Maybe,Maybe,No,No,No,No,False,True,False,300
50,United States,WY,no,No,No,Sometimes,1-5,Yes,Yes,Unknown,No,No,Unknown,Unknown,Easy,Yes,Maybe,Maybe,Maybe,No,Maybe,Maybe,No,False,True,False,3
24,United States,KY,no,No,No,Never,26-100,No,No,Unknown,Unknown,No,No,Unknown,Easy,Maybe,Yes,Maybe,No,No,Maybe,No,No,False,True,False,63
27,United States,NY,no,No,No,Sometimes,26-100,No,Yes,Unknown,No,No,No,Unknown,Easy,No,No,Yes,Yes,No,Maybe,Yes,No,False,True,False,63
27,Australia,Unknown,no,No,No,Never,1-5,Yes,Yes,No,No,No,No,Unknown,Easy,Yes,No,No,No,No,Maybe,Maybe,No,False,True,False,3
32,United States,TX,no,No,Yes,Sometimes,6-25,No,Yes,No,Yes,No,No,Yes,Easy,No,No,Maybe,Yes,Maybe,Maybe,Yes,No,False,True,False,15
42,United States,WI,yes,No,No,Rarely,6-25,Yes,No,No,Yes,No,No,Unknown,Easy,No,No,Maybe,Yes,Maybe,Maybe,Yes,No,False,True,False,15
37,United States,WA,no,No,No,Often,more than 1000,No,No,Unknown,No,No,No,Unknown,Easy,Maybe,No,Maybe,No,No,No,No,No,False,True,False,1500
30,Singapore,Unknown,no,No,No,Sometimes,26-100,No,Yes,Unknown,Unknown,No,No,Unknown,Easy,Maybe,No,Maybe,No,No,Yes,No,Yes,False,True,False,63
29,United States,WA,no,No,No,Rarely,more than 1000,No,Yes,Yes,No,No,No,Unknown,Easy,Yes,Maybe,Maybe,No,No,No,Maybe,No,False,True,False,1500
